borough,category_name,grad_percent,advanced_regents_grads_percent,dropout_count,dropout_percent,cohort_year,year,cohort_name,grade,academic_year_id,attendance_percent,chronically_absent_count,regents_exam,total_tested,mean_score,number_scoring_below_60,percent_scoring_below_60,number_scoring_above_80,percent_scoring_above_80
Manhattan,Female,77.1,31.2,493,6.0,2013,2017,4 year June,9,2017-18,89.0,2051,Common Core Algebra,17,64.6,7,41.2,2,11.8
Manhattan,Female,76.8,28.3,504,6.0,2012,2016,4 year June,9,2016-17,89.0,2161,Common Core Algebra,13,62.7,7,53.8,1,7.7
Manhattan,Female,90.5,43.6,389,4.9,2018,2023,5 year August,10,2023-24,86.8,3090,Common Core Algebra,20,60.7,12,60.0,1,5.0
Manhattan,Female,89.5,47.0,459,5.7,2017,2022,5 year August,10,2022-23,87.3,3007,Common Core Algebra,21,70.4,6,28.6,4,19.0
Manhattan,Female,88.6,40.9,439,5.2,2016,2021,5 year August,10,2021-22,85.3,3521,Common Core English,10,69.7,2,20.0,3,30.0
Manhattan,Female,87.0,29.8,544,6.5,2015,2020,5 year August,10,2020-21,86.3,2870,Common Core Algebra,18,63.8,7,38.9,0,0.0
Manhattan,Female,85.3,29.4,720,8.7,2014,2019,5 year August,10,2019-20,89.7,2464,Common Core Algebra,57,68.2,19,33.3,6,10.5
Manhattan,Female,83.8,28.8,735,9.0,2013,2018,5 year August,10,2018-19,89.6,2530,Common Core Algebra,21,63.9,10,47.6,1,4.8
Manhattan,Female,83.7,26.0,715,8.4,2012,2017,5 year August,9,2017-18,89.0,2051,Common Core Algebra,17,64.6,7,41.2,2,11.8
Manhattan,Female,90.3,43.7,398,5.0,2018,2023,5 year June,10,2023-24,86.8,3090,Common Core Algebra,20,60.7,12,60.0,1,5.0
Manhattan,Female,89.2,47.1,462,5.8,2017,2022,5 year June,10,2022-23,87.3,3007,Common Core Algebra,21,70.4,6,28.6,4,19.0
Manhattan,Female,88.2,41.1,442,5.2,2016,2021,5 year June,10,2021-22,85.3,3521,Common Core English,10,69.7,2,20.0,3,30.0
Manhattan,Female,86.6,29.9,555,6.7,2015,2020,5 year June,10,2020-21,86.3,2870,Common Core Algebra,18,63.8,7,38.9,0,0.0
Manhattan,Female,84.8,29.6,730,8.8,2014,2019,5 year June,10,2019-20,89.7,2464,Common Core Algebra,57,68.2,19,33.3,6,10.5
Manhattan,Female,83.3,28.9,736,9.0,2013,2018,5 year June,10,2018-19,89.6,2530,Common Core Algebra,21,63.9,10,47.6,1,4.8
Manhattan,Female,83.3,26.2,715,8.4,2012,2017,5 year June,9,2017-18,89.0,2051,Common Core Algebra,17,64.6,7,41.2,2,11.8
Manhattan,Female,90.0,46.7,528,6.6,2017,2023,6 year June,10,2023-24,86.8,3090,Common Core Algebra,20,60.7,12,60.0,1,5.0
Manhattan,Female,89.4,40.5,570,6.8,2016,2022,6 year June,10,2022-23,87.3,3007,Common Core Algebra,21,70.4,6,28.6,4,19.0
Manhattan,Female,88.3,29.4,575,6.9,2015,2021,6 year June,10,2021-22,85.3,3521,Common Core English,10,69.7,2,20.0,3,30.0
Manhattan,Female,86.8,28.9,741,8.9,2014,2020,6 year June,10,2020-21,86.3,2870,Common Core Algebra,18,63.8,7,38.9,0,0.0
Manhattan,Female,85.2,28.2,833,10.1,2013,2019,6 year June,10,2019-20,89.7,2464,Common Core Algebra,57,68.2,19,33.3,6,10.5
Manhattan,Female,85.2,25.6,796,9.4,2012,2018,6 year June,10,2018-19,89.6,2530,Common Core Algebra,21,63.9,10,47.6,1,4.8
Manhattan,Male,78.2,30.4,588,8.5,2019,2023,4 year August,10,2023-24,85.4,2957,Common Core Algebra,32,62.1,17,53.1,2,6.3
Manhattan,Male,77.5,39.3,604,8.6,2018,2022,4 year August,10,2022-23,86.0,2823,Common Core Algebra,34,58.5,22,64.7,5,14.7
Manhattan,Male,78.5,39.8,461,6.4,2017,2021,4 year August,10,2021-22,84.2,3112,Common Core English,11,63.2,5,45.5,2,18.2
Manhattan,Male,73.9,35.7,474,6.6,2016,2020,4 year August,10,2020-21,81.8,3143,Common Core Algebra,20,63.0,9,45.0,0,0.0
Manhattan,Male,72.6,27.2,631,9.0,2015,2019,4 year August,10,2019-20,87.7,2413,Common Core Algebra,54,69.8,13,24.1,8,14.8
Manhattan,Male,70.7,28.0,638,8.8,2014,2018,4 year August,10,2018-19,87.9,2567,Common Core Algebra,20,65.1,8,40.0,3,15.0
Manhattan,Male,69.2,29.0,624,8.8,2013,2017,4 year August,9,2017-18,88.1,2062,Common Core Algebra,36,68.8,8,22.2,4,11.1
Manhattan,Male,69.0,27.6,642,9.0,2012,2016,4 year August,9,2016-17,87.9,2135,Common Core Algebra,37,64.3,18,48.6,2,5.4
Manhattan,Male,75.6,31.2,590,8.5,2019,2023,4 year June,10,2023-24,85.4,2957,Common Core Algebra,32,62.1,17,53.1,2,6.3
Manhattan,Male,75.4,40.0,604,8.6,2018,2022,4 year June,10,2022-23,86.0,2823,Common Core Algebra,34,58.5,22,64.7,5,14.7
Manhattan,Male,76.2,40.8,463,6.5,2017,2021,4 year June,10,2021-22,84.2,3112,Common Core English,11,63.2,5,45.5,2,18.2
Manhattan,Male,72.0,36.4,481,6.7,2016,2020,4 year June,10,2020-21,81.8,3143,Common Core Algebra,20,63.0,9,45.0,0,0.0
Manhattan,Male,69.1,28.3,636,9.1,2015,2019,4 year June,10,2019-20,87.7,2413,Common Core Algebra,54,69.8,13,24.1,8,14.8
Manhattan,Male,67.4,29.3,638,8.8,2014,2018,4 year June,10,2018-19,87.9,2567,Common Core Algebra,20,65.1,8,40.0,3,15.0
Manhattan,Male,66.1,30.0,624,8.8,2013,2017,4 year June,9,2017-18,88.1,2062,Common Core Algebra,36,68.8,8,22.2,4,11.1
Manhattan,Male,66.1,28.7,642,9.0,2012,2016,4 year June,9,2016-17,87.9,2135,Common Core Algebra,37,64.3,18,48.6,2,5.4
Manhattan,Male,81.1,37.7,793,11.3,2018,2023,5 year August,10,2023-24,85.4,2957,Common Core Algebra,32,62.1,17,53.1,2,6.3
Manhattan,Male,81.6,38.4,732,10.2,2017,2022,5 year August,10,2022-23,86.0,2823,Common Core Algebra,34,58.5,22,64.7,5,14.7
Manhattan,Male,78.9,33.5,708,9.8,2016,2021,5 year August,10,2021-22,84.2,3112,Common Core English,11,63.2,5,45.5,2,18.2
Manhattan,Male,77.8,25.3,795,11.3,2015,2020,5 year August,10,2020-21,81.8,3143,Common Core Algebra,20,63.0,9,45.0,0,0.0
Manhattan,Male,75.5,26.2,1030,14.2,2014,2019,5 year August,10,2019-20,87.7,2413,Common Core Algebra,54,69.8,13,24.1,8,14.8
Manhattan,Male,74.1,27.1,960,13.3,2013,2018,5 year August,10,2018-19,87.9,2567,Common Core Algebra,20,65.1,8,40.0,3,15.0
Manhattan,Male,74.3,25.6,941,13.1,2012,2017,5 year August,9,2017-18,88.1,2062,Common Core Algebra,36,68.8,8,22.2,4,11.1
Manhattan,Male,80.8,37.9,796,11.3,2018,2023,5 year June,10,2023-24,85.4,2957,Common Core Algebra,32,62.1,17,53.1,2,6.3
Manhattan,Male,81.1,38.6,738,10.3,2017,2022,5 year June,10,2022-23,86.0,2823,Common Core Algebra,34,58.5,22,64.7,5,14.7
Manhattan,Male,78.2,33.8,709,9.9,2016,2021,5 year June,10,2021-22,84.2,3112,Common Core English,11,63.2,5,45.5,2,18.2
Manhattan,Male,77.4,25.4,804,11.4,2015,2020,5 year June,10,2020-21,81.8,3143,Common Core Algebra,20,63.0,9,45.0,0,0.0
Manhattan,Male,74.5,26.5,1048,14.4,2014,2019,5 year June,10,2019-20,87.7,2413,Common Core Algebra,54,69.8,13,24.1,8,14.8
Manhattan,Male,73.3,27.4,961,13.4,2013,2018,5 year June,10,2018-19,87.9,2567,Common Core Algebra,20,65.1,8,40.0,3,15.0
Manhattan,Male,73.8,25.8,941,13.1,2012,2017,5 year June,9,2017-18,88.1,2062,Common Core Algebra,36,68.8,8,22.2,4,11.1
Manhattan,Male,82.5,38.0,808,11.2,2017,2023,6 year June,10,2023-24,85.4,2957,Common Core Algebra,32,62.1,17,53.1,2,6.3
Manhattan,Male,80.1,33.0,899,12.5,2016,2022,6 year June,10,2022-23,86.0,2823,Common Core Algebra,34,58.5,22,64.7,5,14.7
Manhattan,Male,79.5,24.8,897,12.7,2015,2021,6 year June,10,2021-22,84.2,3112,Common Core English,11,63.2,5,45.5,2,18.2
Manhattan,Male,77.6,25.4,1052,14.4,2014,2020,6 year June,10,2020-21,81.8,3143,Common Core Algebra,20,63.0,9,45.0,0,0.0
Manhattan,Male,76.3,26.3,1113,15.4,2013,2019,6 year June,10,2019-20,87.7,2413,Common Core Algebra,54,69.8,13,24.1,8,14.8
Manhattan,Male,76.2,25.0,1079,15.0,2012,2018,6 year June,10,2018-19,87.9,2567,Common Core Algebra,20,65.1,8,40.0,3,15.0
Queens,Female,90.6,57.7,238,2.6,2017,2021,4 year August,10,2021-22,87.8,3319,Common Core Algebra,12,69.7,5,41.7,2,16.7
Queens,Female,88.6,49.7,283,3.0,2016,2020,4 year August,10,2020-21,89.9,2330,Common Core Algebra,33,62.9,18,54.5,7,21.2
Queens,Female,85.8,33.5,412,4.4,2015,2019,4 year August,10,2019-20,91.1,2389,Common Core Algebra,71,66.2,32,45.1,4,5.6
Queens,Female,85.0,34.3,408,4.3,2014,2018,4 year August,10,2018-19,90.6,2476,Common Core Algebra,64,58.1,45,70.3,4,6.3
Queens,Female,83.6,32.9,425,4.7,2013,2017,4 year August,9,2017-18,90.3,2575,Common Core Algebra,91,63.5,44,48.4,6,6.6
Queens,Female,82.4,30.0,540,5.9,2012,2016,4 year August,9,2016-17,90.8,2584,Common Core Algebra,75,63.1,41,54.7,15,20.0
Queens,Female,88.5,58.1,238,2.6,2017,2021,4 year June,10,2021-22,87.8,3319,Common Core Algebra,12,69.7,5,41.7,2,16.7
Queens,Female,87.2,50.4,285,3.1,2016,2020,4 year June,10,2020-21,89.9,2330,Common Core Algebra,33,62.9,18,54.5,7,21.2
Queens,Female,83.0,34.4,415,4.4,2015,2019,4 year June,10,2019-20,91.1,2389,Common Core Algebra,71,66.2,32,45.1,4,5.6
Queens,Female,82.4,35.2,408,4.3,2014,2018,4 year June,10,2018-19,90.6,2476,Common Core Algebra,64,58.1,45,70.3,4,6.3
Queens,Female,81.0,33.7,425,4.7,2013,2017,4 year June,9,2017-18,90.3,2575,Common Core Algebra,91,63.5,44,48.4,6,6.6
Queens,Female,79.9,30.8,540,5.9,2012,2016,4 year June,9,2016-17,90.8,2584,Common Core Algebra,75,63.1,41,54.7,15,20.0
Queens,Female,92.8,52.6,328,3.7,2018,2023,5 year August,12,2023-24,87.2,3674,Common Core Algebra,45,63.7,17,37.8,6,13.3
Queens,Female,91.2,48.4,383,4.1,2016,2021,5 year August,10,2021-22,87.8,3319,Common Core Algebra,12,69.7,5,41.7,2,16.7
Queens,Female,89.7,32.2,515,5.5,2015,2020,5 year August,10,2020-21,89.9,2330,Common Core Algebra,33,62.9,18,54.5,7,21.2
Queens,Female,88.2,33.1,697,7.3,2014,2019,5 year August,10,2019-20,91.1,2389,Common Core Algebra,71,66.2,32,45.1,4,5.6
Queens,Female,86.3,31.6,635,7.0,2013,2018,5 year August,10,2018-19,90.6,2476,Common Core Algebra,64,58.1,45,70.3,4,6.3
Queens,Female,86.0,28.8,712,7.8,2012,2017,5 year August,9,2017-18,90.3,2575,Common Core Algebra,91,63.5,44,48.4,6,6.6
Queens,Female,92.6,52.7,333,3.7,2018,2023,5 year June,12,2023-24,87.2,3674,Common Core Algebra,45,63.7,17,37.8,6,13.3
Queens,Female,90.8,48.6,387,4.2,2016,2021,5 year June,10,2021-22,87.8,3319,Common Core Algebra,12,69.7,5,41.7,2,16.7
Queens,Female,89.3,32.4,532,5.7,2015,2020,5 year June,10,2020-21,89.9,2330,Common Core Algebra,33,62.9,18,54.5,7,21.2
Queens,Female,87.8,33.3,709,7.5,2014,2019,5 year June,10,2019-20,91.1,2389,Common Core Algebra,71,66.2,32,45.1,4,5.6
Queens,Female,85.9,31.7,639,7.0,2013,2018,5 year June,10,2018-19,90.6,2476,Common Core Algebra,64,58.1,45,70.3,4,6.3
Queens,Female,85.5,29.0,715,7.8,2012,2017,5 year June,9,2017-18,90.3,2575,Common Core Algebra,91,63.5,44,48.4,6,6.6
Queens,Female,93.0,56.6,379,4.1,2017,2023,6 year June,12,2023-24,87.2,3674,Common Core Algebra,45,63.7,17,37.8,6,13.3
Queens,Female,90.5,32.0,532,5.7,2015,2021,6 year June,10,2021-22,87.8,3319,Common Core Algebra,12,69.7,5,41.7,2,16.7
Queens,Female,89.3,32.7,680,7.1,2014,2020,6 year June,10,2020-21,89.9,2330,Common Core Algebra,33,62.9,18,54.5,7,21.2
Queens,Female,87.4,31.2,725,8.0,2013,2019,6 year June,10,2019-20,91.1,2389,Common Core Algebra,71,66.2,32,45.1,4,5.6
Queens,Female,86.6,28.6,790,8.6,2012,2018,6 year June,10,2018-19,90.6,2476,Common Core Algebra,64,58.1,45,70.3,4,6.3
Queens,Male,83.3,33.3,479,4.8,2019,2023,4 year August,10,2023-24,87.6,3771,Common Core Algebra,50,67.3,15,30.0,4,8.0
Queens,Male,82.9,41.9,559,5.5,2018,2022,4 year August,10,2022-23,88.0,3583,Common Core Algebra,65,64.7,31,47.7,5,7.7
Queens,Male,81.3,48.3,607,5.9,2017,2021,4 year August,10,2021-22,86.0,4058,Common Core Algebra,9,74.1,1,11.1,3,33.3
Queens,Male,77.6,42.0,729,7.1,2016,2020,4 year August,10,2020-21,85.2,3790,Common Core Algebra,36,58.5,26,72.2,3,8.3
Queens,Male,76.1,27.7,817,7.8,2015,2019,4 year August,10,2019-20,89.6,3038,Common Core Algebra,65,59.9,39,60.0,2,3.1
Queens,Male,74.7,28.5,796,7.4,2014,2018,4 year August,10,2018-19,88.8,3185,Common Core Algebra,60,55.8,41,68.3,2,3.3
Queens,Male,72.8,27.3,813,7.9,2013,2017,4 year August,9,2017-18,88.8,3709,Common Core Algebra,69,63.8,36,52.2,9,13.0
Queens,Male,70.5,25.8,955,9.3,2012,2016,4 year August,9,2016-17,88.8,3645,Common Core Algebra,64,64.0,36,56.3,11,17.2
Queens,Male,80.2,34.4,480,4.9,2019,2023,4 year June,10,2023-24,87.6,3771,Common Core Algebra,50,67.3,15,30.0,4,8.0
Queens,Male,80.1,43.2,560,5.5,2018,2022,4 year June,10,2022-23,88.0,3583,Common Core Algebra,65,64.7,31,47.7,5,7.7
Queens,Male,77.6,49.4,609,5.9,2017,2021,4 year June,10,2021-22,86.0,4058,Common Core Algebra,9,74.1,1,11.1,3,33.3
Queens,Male,75.2,43.1,730,7.1,2016,2020,4 year June,10,2020-21,85.2,3790,Common Core Algebra,36,58.5,26,72.2,3,8.3
Queens,Male,72.2,29.1,821,7.9,2015,2019,4 year June,10,2019-20,89.6,3038,Common Core Algebra,65,59.9,39,60.0,2,3.1
Queens,Male,71.1,29.7,796,7.4,2014,2018,4 year June,10,2018-19,88.8,3185,Common Core Algebra,60,55.8,41,68.3,2,3.3
Queens,Male,69.4,28.4,813,7.9,2013,2017,4 year June,9,2017-18,88.8,3709,Common Core Algebra,69,63.8,36,52.2,9,13.0
Queens,Male,67.2,26.9,956,9.4,2012,2016,4 year June,9,2016-17,88.8,3645,Common Core Algebra,64,64.0,36,56.3,11,17.2
Queens,Male,85.6,40.8,792,7.9,2018,2023,5 year August,10,2023-24,87.6,3771,Common Core Algebra,50,67.3,15,30.0,4,8.0
Queens,Male,84.3,46.9,854,8.4,2017,2022,5 year August,10,2022-23,88.0,3583,Common Core Algebra,65,64.7,31,47.7,5,7.7
Queens,Male,81.8,40.2,963,9.4,2016,2021,5 year August,10,2021-22,86.0,4058,Common Core Algebra,9,74.1,1,11.1,3,33.3
Queens,Male,81.3,26.0,1080,10.3,2015,2020,5 year August,10,2020-21,85.2,3790,Common Core Algebra,36,58.5,26,72.2,3,8.3
Queens,Male,79.1,27.0,1326,12.4,2014,2019,5 year August,10,2019-20,89.6,3038,Common Core Algebra,65,59.9,39,60.0,2,3.1
Queens,Male,76.5,24.8,1195,11.7,2013,2018,5 year August,10,2018-19,88.8,3185,Common Core Algebra,60,55.8,41,68.3,2,3.3
Queens,Male,75.3,24.3,1298,12.8,2012,2017,5 year August,9,2017-18,88.8,3709,Common Core Algebra,69,63.8,36,52.2,9,13.0
Queens,Male,85.3,41.0,803,8.0,2018,2023,5 year June,10,2023-24,87.6,3771,Common Core Algebra,50,67.3,15,30.0,4,8.0
Queens,Male,84.0,47.1,866,8.5,2017,2022,5 year June,10,2022-23,88.0,3583,Common Core Algebra,65,64.7,31,47.7,5,7.7
Queens,Male,81.2,40.5,970,9.5,2016,2021,5 year June,10,2021-22,86.0,4058,Common Core Algebra,9,74.1,1,11.1,3,33.3
Queens,Male,80.8,26.2,1091,10.4,2015,2020,5 year June,10,2020-21,85.2,3790,Common Core Algebra,36,58.5,26,72.2,3,8.3
Queens,Male,78.4,27.2,1347,12.6,2014,2019,5 year June,10,2019-20,89.6,3038,Common Core Algebra,65,59.9,39,60.0,2,3.1
Queens,Male,75.7,25.0,1195,11.7,2013,2018,5 year June,10,2018-19,88.8,3185,Common Core Algebra,60,55.8,41,68.3,2,3.3
Queens,Male,74.6,24.5,1301,12.8,2012,2017,5 year June,9,2017-18,88.8,3709,Common Core Algebra,69,63.8,36,52.2,9,13.0
Queens,Male,85.1,46.6,944,9.3,2017,2023,6 year June,10,2023-24,87.6,3771,Common Core Algebra,50,67.3,15,30.0,4,8.0
Queens,Male,82.8,39.8,1053,10.3,2016,2022,6 year June,10,2022-23,88.0,3583,Common Core Algebra,65,64.7,31,47.7,5,7.7
Queens,Male,82.8,25.6,1103,10.6,2015,2021,6 year June,10,2021-22,86.0,4058,Common Core Algebra,9,74.1,1,11.1,3,33.3
Queens,Male,81.0,26.4,1343,12.6,2014,2020,6 year June,10,2020-21,85.2,3790,Common Core Algebra,36,58.5,26,72.2,3,8.3
Queens,Male,77.9,24.4,1383,13.6,2013,2019,6 year June,10,2019-20,89.6,3038,Common Core Algebra,65,59.9,39,60.0,2,3.1
Queens,Male,77.5,23.9,1387,13.8,2012,2018,6 year June,10,2018-19,88.8,3185,Common Core Algebra,60,55.8,41,68.3,2,3.3
Staten Island,Female,90.4,66.3,56,2.5,2017,2021,4 year August,10,2021-22,88.2,836,Physical Settings/Earth Science,7,65.4,3,42.9,1,14.3
Staten Island,Female,87.6,59.9,72,3.1,2016,2020,4 year August,10,2020-21,87.0,690,Common Core English,68,92.4,1,1.5,66,97.1
Staten Island,Female,87.5,40.2,97,4.5,2015,2019,4 year August,10,2019-20,91.0,613,Common Core Algebra,60,82.2,3,5.0,48,80.0
Staten Island,Female,84.3,38.1,99,4.5,2014,2018,4 year August,10,2018-19,90.1,642,Chinese,11,67.0,5,45.5,2,18.2
Staten Island,Female,84.6,34.4,107,5.0,2013,2017,4 year August,9,2017-18,87.4,667,Chinese,17,62.9,9,52.9,2,11.8
Staten Island,Female,83.4,34.5,113,5.2,2012,2016,4 year August,9,2016-17,86.6,772,Algebra2/Trigonometry,57,53.0,44,77.2,2,3.5
Staten Island,Female,88.3,67.5,57,2.5,2017,2021,4 year June,10,2021-22,88.2,836,Physical Settings/Earth Science,7,65.4,3,42.9,1,14.3
Staten Island,Female,86.6,60.5,72,3.1,2016,2020,4 year June,10,2020-21,87.0,690,Common Core English,68,92.4,1,1.5,66,97.1
Staten Island,Female,86.1,40.8,97,4.5,2015,2019,4 year June,10,2019-20,91.0,613,Common Core Algebra,60,82.2,3,5.0,48,80.0
Staten Island,Female,82.8,38.8,99,4.5,2014,2018,4 year June,10,2018-19,90.1,642,Chinese,11,67.0,5,45.5,2,18.2
Staten Island,Female,83.1,34.9,107,5.0,2013,2017,4 year June,9,2017-18,87.4,667,Chinese,17,62.9,9,52.9,2,11.8
Staten Island,Female,81.9,35.1,113,5.2,2012,2016,4 year June,9,2016-17,86.6,772,Algebra2/Trigonometry,57,53.0,44,77.2,2,3.5
Staten Island,Female,90.2,58.4,114,5.0,2016,2021,5 year August,10,2021-22,88.2,836,Physical Settings/Earth Science,7,65.4,3,42.9,1,14.3
Staten Island,Female,89.9,39.2,115,5.3,2015,2020,5 year August,10,2020-21,87.0,690,Common Core English,68,92.4,1,1.5,66,97.1
Staten Island,Female,87.2,36.9,168,7.6,2014,2019,5 year August,10,2019-20,91.0,613,Common Core Algebra,60,82.2,3,5.0,48,80.0
Staten Island,Female,87.3,33.4,154,7.2,2013,2018,5 year August,10,2018-19,90.1,642,Chinese,11,67.0,5,45.5,2,18.2
Staten Island,Female,86.2,33.3,158,7.3,2012,2017,5 year August,9,2017-18,87.4,667,Chinese,17,62.9,9,52.9,2,11.8
Staten Island,Female,89.8,58.6,115,5.0,2016,2021,5 year June,10,2021-22,88.2,836,Physical Settings/Earth Science,7,65.4,3,42.9,1,14.3
Staten Island,Female,89.5,39.4,117,5.4,2015,2020,5 year June,10,2020-21,87.0,690,Common Core English,68,92.4,1,1.5,66,97.1
Staten Island,Female,86.8,37.0,169,7.6,2014,2019,5 year June,10,2019-20,91.0,613,Common Core Algebra,60,82.2,3,5.0,48,80.0
Staten Island,Female,86.8,33.6,154,7.2,2013,2018,5 year June,10,2018-19,90.1,642,Chinese,11,67.0,5,45.5,2,18.2
Staten Island,Female,86.0,33.3,158,7.3,2012,2017,5 year June,9,2017-18,87.4,667,Chinese,17,62.9,9,52.9,2,11.8
Staten Island,Female,90.5,38.9,123,5.7,2015,2021,6 year June,10,2021-22,88.2,836,Physical Settings/Earth Science,7,65.4,3,42.9,1,14.3
Staten Island,Female,88.3,36.4,164,7.4,2014,2020,6 year June,10,2020-21,87.0,690,Common Core English,68,92.4,1,1.5,66,97.1
Staten Island,Female,88.1,33.1,170,8.0,2013,2019,6 year June,10,2019-20,91.0,613,Common Core Algebra,60,82.2,3,5.0,48,80.0
Staten Island,Female,87.1,32.9,171,7.9,2012,2018,6 year June,10,2018-19,90.1,642,Chinese,11,67.0,5,45.5,2,18.2
Staten Island,Male,83.5,36.2,113,4.7,2019,2023,4 year August,10,2023-24,90.0,711,Chinese,16,58.1,10,62.5,1,6.3
Staten Island,Male,82.7,56.5,128,5.5,2018,2022,4 year August,10,2022-23,89.6,768,Chinese,8,69.4,3,37.5,2,25.0
Staten Island,Male,82.1,53.9,114,4.7,2017,2021,4 year August,10,2021-22,87.6,944,Physical Settings/Earth Science,19,65.8,7,36.8,9,47.4
Staten Island,Male,81.9,47.9,109,4.5,2016,2020,4 year August,10,2020-21,82.5,955,Common Core English,59,89.1,2,3.4,54,91.5
Staten Island,Male,78.2,32.9,127,5.6,2015,2019,4 year August,10,2019-20,90.2,650,Common Core Algebra,35,80.3,1,2.9,20,57.1
Staten Island,Male,77.5,32.8,156,6.4,2014,2018,4 year August,10,2018-19,89.5,711,Chinese,7,67.3,3,42.9,2,28.6
Staten Island,Male,76.6,32.1,169,6.8,2013,2017,4 year August,9,2017-18,88.2,775,Chinese,7,51.6,6,85.7,0,0.0
Staten Island,Male,76.0,29.2,176,7.4,2012,2016,4 year August,9,2016-17,86.8,865,Algebra2/Trigonometry,53,53.3,38,71.7,3,5.7
Staten Island,Male,81.7,37.0,113,4.7,2019,2023,4 year June,10,2023-24,90.0,711,Chinese,16,58.1,10,62.5,1,6.3
Staten Island,Male,81.0,57.5,129,5.6,2018,2022,4 year June,10,2022-23,89.6,768,Chinese,8,69.4,3,37.5,2,25.0
Staten Island,Male,79.2,55.4,115,4.8,2017,2021,4 year June,10,2021-22,87.6,944,Physical Settings/Earth Science,19,65.8,7,36.8,9,47.4
Staten Island,Male,80.6,48.4,109,4.5,2016,2020,4 year June,10,2020-21,82.5,955,Common Core English,59,89.1,2,3.4,54,91.5
Staten Island,Male,76.2,33.8,127,5.6,2015,2019,4 year June,10,2019-20,90.2,650,Common Core Algebra,35,80.3,1,2.9,20,57.1
Staten Island,Male,75.5,33.6,156,6.4,2014,2018,4 year June,10,2018-19,89.5,711,Chinese,7,67.3,3,42.9,2,28.6
Staten Island,Male,75.0,32.7,169,6.8,2013,2017,4 year June,9,2017-18,88.2,775,Chinese,7,51.6,6,85.7,0,0.0
Staten Island,Male,73.7,30.1,176,7.4,2012,2016,4 year June,9,2016-17,86.8,865,Algebra2/Trigonometry,53,53.3,38,71.7,3,5.7
Staten Island,Male,85.3,55.2,178,7.7,2018,2023,5 year August,10,2023-24,90.0,711,Chinese,16,58.1,10,62.5,1,6.3
Staten Island,Male,85.4,52.4,200,8.3,2017,2022,5 year August,10,2022-23,89.6,768,Chinese,8,69.4,3,37.5,2,25.0
Staten Island,Male,85.3,46.3,179,7.5,2016,2021,5 year August,10,2021-22,87.6,944,Physical Settings/Earth Science,19,65.8,7,36.8,9,47.4
Staten Island,Male,82.2,31.4,182,8.1,2015,2020,5 year August,10,2020-21,82.5,955,Common Core English,59,89.1,2,3.4,54,91.5
Staten Island,Male,81.2,31.5,253,10.4,2014,2019,5 year August,10,2019-20,90.2,650,Common Core Algebra,35,80.3,1,2.9,20,57.1
Staten Island,Male,80.2,30.7,247,9.9,2013,2018,5 year August,10,2018-19,89.5,711,Chinese,7,67.3,3,42.9,2,28.6
Staten Island,Male,80.2,27.8,246,10.4,2012,2017,5 year August,9,2017-18,88.2,775,Chinese,7,51.6,6,85.7,0,0.0
Staten Island,Male,84.9,55.5,178,7.7,2018,2023,5 year June,10,2023-24,90.0,711,Chinese,16,58.1,10,62.5,1,6.3
Staten Island,Male,85.1,52.5,201,8.4,2017,2022,5 year June,10,2022-23,89.6,768,Chinese,8,69.4,3,37.5,2,25.0
Staten Island,Male,84.8,46.5,181,7.6,2016,2021,5 year June,10,2021-22,87.6,944,Physical Settings/Earth Science,19,65.8,7,36.8,9,47.4
Staten Island,Male,81.7,31.6,186,8.2,2015,2020,5 year June,10,2020-21,82.5,955,Common Core English,59,89.1,2,3.4,54,91.5
Staten Island,Male,80.8,31.6,254,10.4,2014,2019,5 year June,10,2019-20,90.2,650,Common Core Algebra,35,80.3,1,2.9,20,57.1
Staten Island,Male,80.0,30.7,247,9.9,2013,2018,5 year June,10,2018-19,89.5,711,Chinese,7,67.3,3,42.9,2,28.6
Staten Island,Male,80.0,27.8,246,10.4,2012,2017,5 year June,9,2017-18,88.2,775,Chinese,7,51.6,6,85.7,0,0.0
Staten Island,Male,86.4,51.7,205,8.6,2017,2023,6 year June,10,2023-24,90.0,711,Chinese,16,58.1,10,62.5,1,6.3
Staten Island,Male,86.1,45.8,205,8.6,2016,2022,6 year June,10,2022-23,89.6,768,Chinese,8,69.4,3,37.5,2,25.0
Staten Island,Male,83.4,31.0,209,9.3,2015,2021,6 year June,10,2021-22,87.6,944,Physical Settings/Earth Science,19,65.8,7,36.8,9,47.4
Staten Island,Male,82.6,31.0,255,10.5,2014,2020,6 year June,10,2020-21,82.5,955,Common Core English,59,89.1,2,3.4,54,91.5
Staten Island,Male,81.8,30.2,270,10.9,2013,2019,6 year June,10,2019-20,90.2,650,Common Core Algebra,35,80.3,1,2.9,20,57.1
Staten Island,Male,81.6,27.3,256,10.8,2012,2018,6 year June,10,2018-19,89.5,711,Chinese,7,67.3,3,42.9,2,28.6
