borough,category_name,grad_percent,advanced_regents_grads_percent,dropout_count,dropout_percent,cohort_year,year,cohort_name,grade,academic_year_id,attendance_percent,chronically_absent_count,regents_exam,total_tested,mean_score,number_scoring_below_60,percent_scoring_below_60,number_scoring_above_80,percent_scoring_above_80
Bronx,ELL,69.9,1.8,251,12.9,2019,2023,4 year August,10,2023-24,85.4,1199,Common Core Algebra,15,52.3,12,80.0,0,0.0
Bronx,ELL,73.1,6.0,304,12.3,2018,2022,4 year August,10,2022-23,84.9,1237,Common Core Algebra,31,43.9,29,93.5,0,0.0
Bronx,ELL,66.7,10.6,291,13.0,2017,2021,4 year August,10,2021-22,82.7,1241,Common Core Algebra,6,52.5,4,66.7,0,0.0
Bronx,ELL,50.0,1.4,458,21.8,2016,2020,4 year August,10,2020-21,80.7,1338,Common Core Algebra,15,46.1,13,86.7,0,0.0
Bronx,ELL,42.7,0.1,557,26.3,2015,2019,4 year August,10,2019-20,85.1,1253,Common Core Algebra,34,52.4,29,85.3,0,0.0
Bronx,ELL,35.0,0.3,554,28.2,2014,2018,4 year August,10,2018-19,84.0,1481,Common Core Algebra,32,54.7,25,78.1,0,0.0
Bronx,ELL,32.4,0.2,479,27.0,2013,2017,4 year August,9,2017-18,81.4,1259,Common Core Algebra,35,53.1,29,82.9,0,0.0
Bronx,ELL,31.6,1.8,469,27.0,2012,2016,4 year August,9,2016-17,82.6,1259,Common Core Algebra,25,54.8,22,88.0,0,0.0
Bronx,ELL,66.2,1.9,252,13.0,2019,2023,4 year June,10,2023-24,85.4,1199,Common Core Algebra,15,52.3,12,80.0,0,0.0
Bronx,ELL,71.6,6.0,305,12.3,2018,2022,4 year June,10,2022-23,84.9,1237,Common Core Algebra,31,43.9,29,93.5,0,0.0
Bronx,ELL,63.7,10.9,292,13.0,2017,2021,4 year June,10,2021-22,82.7,1241,Common Core Algebra,6,52.5,4,66.7,0,0.0
Bronx,ELL,47.6,1.5,458,21.8,2016,2020,4 year June,10,2020-21,80.7,1338,Common Core Algebra,15,46.1,13,86.7,0,0.0
Bronx,ELL,36.2,0.1,559,26.4,2015,2019,4 year June,10,2019-20,85.1,1253,Common Core Algebra,34,52.4,29,85.3,0,0.0
Bronx,ELL,29.8,0.3,554,28.2,2014,2018,4 year June,10,2018-19,84.0,1481,Common Core Algebra,32,54.7,25,78.1,0,0.0
Bronx,ELL,27.3,0.2,479,27.0,2013,2017,4 year June,9,2017-18,81.4,1259,Common Core Algebra,35,53.1,29,82.9,0,0.0
Bronx,ELL,28.3,2.0,469,27.0,2012,2016,4 year June,9,2016-17,82.6,1259,Common Core Algebra,25,54.8,22,88.0,0,0.0
Bronx,ELL,76.8,5.7,372,15.3,2018,2023,5 year August,10,2023-24,85.4,1199,Common Core Algebra,15,52.3,12,80.0,0,0.0
Bronx,ELL,71.0,10.0,409,18.3,2017,2022,5 year August,10,2022-23,84.9,1237,Common Core Algebra,31,43.9,29,93.5,0,0.0
Bronx,ELL,58.2,1.3,578,28.1,2016,2021,5 year August,10,2021-22,82.7,1241,Common Core Algebra,6,52.5,4,66.7,0,0.0
Bronx,ELL,53.3,0.1,660,33.0,2015,2020,5 year August,10,2020-21,80.7,1338,Common Core Algebra,15,46.1,13,86.7,0,0.0
Bronx,ELL,43.3,0.2,792,41.9,2014,2019,5 year August,10,2019-20,85.1,1253,Common Core Algebra,34,52.4,29,85.3,0,0.0
Bronx,ELL,38.9,0.2,630,37.9,2013,2018,5 year August,10,2018-19,84.0,1481,Common Core Algebra,32,54.7,25,78.1,0,0.0
Bronx,ELL,38.2,1.6,629,37.4,2012,2017,5 year August,9,2017-18,81.4,1259,Common Core Algebra,35,53.1,29,82.9,0,0.0
Bronx,ELL,76.5,5.7,373,15.3,2018,2023,5 year June,10,2023-24,85.4,1199,Common Core Algebra,15,52.3,12,80.0,0,0.0
Bronx,ELL,70.6,10.1,412,18.5,2017,2022,5 year June,10,2022-23,84.9,1237,Common Core Algebra,31,43.9,29,93.5,0,0.0
Bronx,ELL,57.6,1.3,579,28.2,2016,2021,5 year June,10,2021-22,82.7,1241,Common Core Algebra,6,52.5,4,66.7,0,0.0
Bronx,ELL,52.4,0.1,667,33.3,2015,2020,5 year June,10,2020-21,80.7,1338,Common Core Algebra,15,46.1,13,86.7,0,0.0
Bronx,ELL,42.0,0.3,798,42.2,2014,2019,5 year June,10,2019-20,85.1,1253,Common Core Algebra,34,52.4,29,85.3,0,0.0
Bronx,ELL,37.9,0.2,631,37.9,2013,2018,5 year June,10,2018-19,84.0,1481,Common Core Algebra,32,54.7,25,78.1,0,0.0
Bronx,ELL,37.1,1.6,631,37.5,2012,2017,5 year June,9,2017-18,81.4,1259,Common Core Algebra,35,53.1,29,82.9,0,0.0
Bronx,ELL,72.2,9.9,423,19.1,2017,2023,6 year June,10,2023-24,85.4,1199,Common Core Algebra,15,52.3,12,80.0,0,0.0
Bronx,ELL,60.2,1.2,624,30.4,2016,2022,6 year June,10,2022-23,84.9,1237,Common Core Algebra,31,43.9,29,93.5,0,0.0
Bronx,ELL,55.1,0.1,674,33.8,2015,2021,6 year June,10,2021-22,82.7,1241,Common Core Algebra,6,52.5,4,66.7,0,0.0
Bronx,ELL,47.0,0.2,779,41.8,2014,2020,6 year June,10,2020-21,80.7,1338,Common Core Algebra,15,46.1,13,86.7,0,0.0
Bronx,ELL,41.1,0.1,691,42.2,2013,2019,6 year June,10,2019-20,85.1,1253,Common Core Algebra,34,52.4,29,85.3,0,0.0
Bronx,ELL,41.0,1.5,676,40.7,2012,2018,6 year June,10,2018-19,84.0,1481,Common Core Algebra,32,54.7,25,78.1,0,0.0
Brooklyn,ELL,60.7,8.0,334,16.4,2019,2023,4 year August,10,2023-24,84.3,1613,Common Core Algebra2,6,48.0,6,100.0,0,0.0
Brooklyn,ELL,66.7,18.7,383,14.6,2018,2022,4 year August,10,2022-23,83.8,1442,Common Core English,18,41.7,17,94.4,0,0.0
Brooklyn,ELL,60.2,16.7,276,12.9,2017,2021,4 year August,10,2021-22,82.1,1362,Common Core Algebra,36,39.5,35,97.2,0,0.0
Brooklyn,ELL,47.9,5.6,409,21.0,2016,2020,4 year August,10,2020-21,76.0,1533,Common Core Algebra,11,42.9,10,90.9,0,0.0
Brooklyn,ELL,41.9,4.3,454,23.5,2015,2019,4 year August,10,2019-20,85.1,1196,Common Core English,6,42.3,5,83.3,0,0.0
Brooklyn,ELL,38.9,3.9,373,22.8,2014,2018,4 year August,10,2018-19,84.6,1274,Common Core Algebra,11,58.3,8,72.7,0,0.0
Brooklyn,ELL,36.0,4.4,408,25.6,2013,2017,4 year August,9,2017-18,84.6,1224,Common Core Algebra,14,53.0,13,92.9,0,0.0
Brooklyn,ELL,31.7,3.9,390,25.4,2012,2016,4 year August,9,2016-17,86.6,1085,Common Core Algebra,10,60.1,6,60.0,0,0.0
Brooklyn,ELL,55.7,8.5,335,16.4,2019,2023,4 year June,10,2023-24,84.3,1613,Common Core Algebra2,6,48.0,6,100.0,0,0.0
Brooklyn,ELL,63.3,19.2,386,14.7,2018,2022,4 year June,10,2022-23,83.8,1442,Common Core English,18,41.7,17,94.4,0,0.0
Brooklyn,ELL,54.4,18.0,278,13.0,2017,2021,4 year June,10,2021-22,82.1,1362,Common Core Algebra,36,39.5,35,97.2,0,0.0
Brooklyn,ELL,44.1,6.1,410,21.1,2016,2020,4 year June,10,2020-21,76.0,1533,Common Core Algebra,11,42.9,10,90.9,0,0.0
Brooklyn,ELL,34.9,5.0,456,23.6,2015,2019,4 year June,10,2019-20,85.1,1196,Common Core English,6,42.3,5,83.3,0,0.0
Brooklyn,ELL,31.0,4.7,373,22.8,2014,2018,4 year June,10,2018-19,84.6,1274,Common Core Algebra,11,58.3,8,72.7,0,0.0
Brooklyn,ELL,30.1,5.0,408,25.6,2013,2017,4 year June,9,2017-18,84.6,1224,Common Core Algebra,14,53.0,13,92.9,0,0.0
Brooklyn,ELL,26.3,4.7,390,25.4,2012,2016,4 year June,9,2016-17,86.6,1085,Common Core Algebra,10,60.1,6,60.0,0,0.0
Brooklyn,ELL,71.7,17.9,493,19.2,2018,2023,5 year August,10,2023-24,84.3,1613,Common Core Algebra2,6,48.0,6,100.0,0,0.0
Brooklyn,ELL,67.7,15.4,438,20.7,2017,2022,5 year August,10,2022-23,83.8,1442,Common Core English,18,41.7,17,94.4,0,0.0
Brooklyn,ELL,56.6,5.4,529,27.6,2016,2021,5 year August,10,2021-22,82.1,1362,Common Core Algebra,36,39.5,35,97.2,0,0.0
Brooklyn,ELL,54.1,3.8,545,30.5,2015,2020,5 year August,10,2020-21,76.0,1533,Common Core Algebra,11,42.9,10,90.9,0,0.0
Brooklyn,ELL,46.2,3.4,554,36.6,2014,2019,5 year August,10,2019-20,85.1,1196,Common Core English,6,42.3,5,83.3,0,0.0
Brooklyn,ELL,43.2,3.9,528,35.8,2013,2018,5 year August,10,2018-19,84.6,1274,Common Core Algebra,11,58.3,8,72.7,0,0.0
Brooklyn,ELL,39.1,3.3,531,36.3,2012,2017,5 year August,9,2017-18,84.6,1224,Common Core Algebra,14,53.0,13,92.9,0,0.0
Brooklyn,ELL,71.0,18.1,496,19.3,2018,2023,5 year June,10,2023-24,84.3,1613,Common Core Algebra2,6,48.0,6,100.0,0,0.0
Brooklyn,ELL,66.7,15.7,442,20.9,2017,2022,5 year June,10,2022-23,83.8,1442,Common Core English,18,41.7,17,94.4,0,0.0
Brooklyn,ELL,55.0,5.3,532,27.8,2016,2021,5 year June,10,2021-22,82.1,1362,Common Core Algebra,36,39.5,35,97.2,0,0.0
Brooklyn,ELL,53.0,3.9,552,30.9,2015,2020,5 year June,10,2020-21,76.0,1533,Common Core Algebra,11,42.9,10,90.9,0,0.0
Brooklyn,ELL,45.0,3.5,559,36.9,2014,2019,5 year June,10,2019-20,85.1,1196,Common Core English,6,42.3,5,83.3,0,0.0
Brooklyn,ELL,41.9,4.1,529,35.9,2013,2018,5 year June,10,2018-19,84.6,1274,Common Core Algebra,11,58.3,8,72.7,0,0.0
Brooklyn,ELL,37.9,3.4,532,36.4,2012,2017,5 year June,9,2017-18,84.6,1224,Common Core Algebra,14,53.0,13,92.9,0,0.0
Brooklyn,ELL,68.6,15.3,502,23.8,2017,2023,6 year June,10,2023-24,84.3,1613,Common Core Algebra2,6,48.0,6,100.0,0,0.0
Brooklyn,ELL,58.8,5.2,597,31.3,2016,2022,6 year June,10,2022-23,83.8,1442,Common Core English,18,41.7,17,94.4,0,0.0
Brooklyn,ELL,56.3,3.7,584,32.8,2015,2021,6 year June,10,2021-22,82.1,1362,Common Core Algebra,36,39.5,35,97.2,0,0.0
Brooklyn,ELL,50.9,3.3,547,36.6,2014,2020,6 year June,10,2020-21,76.0,1533,Common Core Algebra,11,42.9,10,90.9,0,0.0
Brooklyn,ELL,45.9,3.8,563,39.0,2013,2019,6 year June,10,2019-20,85.1,1196,Common Core English,6,42.3,5,83.3,0,0.0
Brooklyn,ELL,41.3,3.2,590,41.4,2012,2018,6 year June,10,2018-19,84.6,1274,Common Core Algebra,11,58.3,8,72.7,0,0.0
Manhattan,ELL,51.0,12.4,411,27.5,2019,2023,4 year August,10,2023-24,81.5,1304,Chinese,8,88.0,0,0.0,7,87.5
Manhattan,ELL,58.2,19.9,419,22.4,2018,2022,4 year August,10,2022-23,82.1,1075,Chinese,15,86.9,0,0.0,13,86.7
Manhattan,ELL,53.8,20.0,310,19.2,2017,2021,4 year August,10,2021-22,80.7,974,Common Core English,13,79.2,2,15.4,8,61.5
Manhattan,ELL,38.8,13.1,328,23.2,2016,2020,4 year August,10,2020-21,72.8,1037,Common Core Algebra,6,59.2,4,66.7,0,0.0
Manhattan,ELL,36.3,6.6,392,27.7,2015,2019,4 year August,10,2019-20,84.5,851,Common Core Algebra,13,64.5,8,61.5,1,7.7
Manhattan,ELL,28.7,7.8,401,30.8,2014,2018,4 year August,10,2018-19,84.5,948,Common Core Algebra,10,65.7,5,50.0,3,30.0
Manhattan,ELL,26.2,11.3,390,30.5,2013,2017,4 year August,9,2017-18,84.3,550,Common Core Algebra,11,58.6,6,54.5,0,0.0
Manhattan,ELL,29.8,10.8,348,28.0,2012,2016,4 year August,9,2016-17,84.5,577,Common Core Algebra,8,68.0,3,37.5,2,25.0
Manhattan,ELL,48.6,12.6,412,27.6,2019,2023,4 year June,10,2023-24,81.5,1304,Chinese,8,88.0,0,0.0,7,87.5
Manhattan,ELL,55.2,20.9,420,22.4,2018,2022,4 year June,10,2022-23,82.1,1075,Chinese,15,86.9,0,0.0,13,86.7
Manhattan,ELL,51.0,20.8,310,19.2,2017,2021,4 year June,10,2021-22,80.7,974,Common Core English,13,79.2,2,15.4,8,61.5
Manhattan,ELL,36.4,14.0,330,23.3,2016,2020,4 year June,10,2020-21,72.8,1037,Common Core Algebra,6,59.2,4,66.7,0,0.0
Manhattan,ELL,31.7,7.3,393,27.8,2015,2019,4 year June,10,2019-20,84.5,851,Common Core Algebra,13,64.5,8,61.5,1,7.7
Manhattan,ELL,24.5,9.1,401,30.8,2014,2018,4 year June,10,2018-19,84.5,948,Common Core Algebra,10,65.7,5,50.0,3,30.0
Manhattan,ELL,22.5,12.2,390,30.5,2013,2017,4 year June,9,2017-18,84.3,550,Common Core Algebra,11,58.6,6,54.5,0,0.0
Manhattan,ELL,26.5,11.9,348,28.0,2012,2016,4 year June,9,2016-17,84.5,577,Common Core Algebra,8,68.0,3,37.5,2,25.0
Manhattan,ELL,61.5,19.3,488,26.3,2018,2023,5 year August,10,2023-24,81.5,1304,Chinese,8,88.0,0,0.0,7,87.5
Manhattan,ELL,59.6,18.3,432,26.7,2017,2022,5 year August,10,2022-23,82.1,1075,Chinese,15,86.9,0,0.0,13,86.7
Manhattan,ELL,48.0,10.9,403,28.5,2016,2021,5 year August,10,2021-22,80.7,974,Common Core English,13,79.2,2,15.4,8,61.5
Manhattan,ELL,46.8,5.6,459,34.1,2015,2020,5 year August,10,2020-21,72.8,1037,Common Core Algebra,6,59.2,4,66.7,0,0.0
Manhattan,ELL,34.8,6.9,546,43.9,2014,2019,5 year August,10,2019-20,84.5,851,Common Core Algebra,13,64.5,8,61.5,1,7.7
Manhattan,ELL,34.1,9.4,493,40.6,2013,2018,5 year August,10,2018-19,84.5,948,Common Core Algebra,10,65.7,5,50.0,3,30.0
Manhattan,ELL,36.7,10.1,436,36.8,2012,2017,5 year August,9,2017-18,84.3,550,Common Core Algebra,11,58.6,6,54.5,0,0.0
Manhattan,ELL,60.9,19.5,489,26.4,2018,2023,5 year June,10,2023-24,81.5,1304,Chinese,8,88.0,0,0.0,7,87.5
Manhattan,ELL,58.8,18.5,432,26.7,2017,2022,5 year June,10,2022-23,82.1,1075,Chinese,15,86.9,0,0.0,13,86.7
Manhattan,ELL,46.9,11.2,404,28.6,2016,2021,5 year June,10,2021-22,80.7,974,Common Core English,13,79.2,2,15.4,8,61.5
Manhattan,ELL,46.1,5.5,461,34.3,2015,2020,5 year June,10,2020-21,72.8,1037,Common Core Algebra,6,59.2,4,66.7,0,0.0
Manhattan,ELL,33.6,7.2,549,44.2,2014,2019,5 year June,10,2019-20,84.5,851,Common Core Algebra,13,64.5,8,61.5,1,7.7
Manhattan,ELL,32.6,9.8,493,40.6,2013,2018,5 year June,10,2018-19,84.5,948,Common Core Algebra,10,65.7,5,50.0,3,30.0
Manhattan,ELL,36.0,10.3,436,36.8,2012,2017,5 year June,9,2017-18,84.3,550,Common Core Algebra,11,58.6,6,54.5,0,0.0
Manhattan,ELL,60.3,18.1,468,29.1,2017,2023,6 year June,10,2023-24,81.5,1304,Chinese,8,88.0,0,0.0,7,87.5
Manhattan,ELL,50.2,10.4,487,34.2,2016,2022,6 year June,10,2022-23,82.1,1075,Chinese,15,86.9,0,0.0,13,86.7
Manhattan,ELL,48.8,5.5,483,35.9,2015,2021,6 year June,10,2021-22,80.7,974,Common Core English,13,79.2,2,15.4,8,61.5
Manhattan,ELL,38.6,6.3,554,44.8,2014,2020,6 year June,10,2020-21,72.8,1037,Common Core Algebra,6,59.2,4,66.7,0,0.0
Manhattan,ELL,36.5,9.1,535,44.3,2013,2019,6 year June,10,2019-20,84.5,851,Common Core Algebra,13,64.5,8,61.5,1,7.7
Manhattan,ELL,40.1,9.7,483,41.7,2012,2018,6 year June,10,2018-19,84.5,948,Common Core Algebra,10,65.7,5,50.0,3,30.0
Queens,ELL,63.8,9.6,311,13.9,2019,2023,4 year August,10,2023-24,84.5,1773,Common Core Algebra,84,63.8,32,38.1,5,6.0
Queens,ELL,68.4,20.4,349,14.0,2018,2022,4 year August,10,2022-23,85.2,1440,Common Core Algebra,6,43.2,6,100.0,0,0.0
Queens,ELL,59.2,20.1,408,18.6,2017,2021,4 year August,10,2021-22,82.7,1361,Common Core Algebra,6,57.0,4,66.7,0,0.0
Queens,ELL,43.9,8.0,467,25.8,2016,2020,4 year August,10,2020-21,80.9,1237,Common Core Algebra,54,55.4,43,79.6,2,3.7
Queens,ELL,42.1,4.2,462,25.3,2015,2019,4 year August,10,2019-20,85.8,1072,Common Core Algebra,120,61.9,69,57.5,4,3.3
Queens,ELL,35.9,4.4,446,25.4,2014,2018,4 year August,10,2018-19,86.0,1206,Common Core Algebra,106,56.0,77,72.6,5,4.7
Queens,ELL,34.4,4.5,428,26.2,2013,2017,4 year August,9,2017-18,85.9,1236,Common Core Algebra,118,61.4,66,55.9,9,7.6
Queens,ELL,31.9,4.1,426,27.6,2012,2016,4 year August,9,2016-17,86.7,1148,Common Core Algebra,103,59.2,70,68.0,10,9.7
Queens,ELL,59.2,9.9,313,14.0,2019,2023,4 year June,10,2023-24,84.5,1773,Common Core Algebra,84,63.8,32,38.1,5,6.0
Queens,ELL,65.1,21.1,349,14.0,2018,2022,4 year June,10,2022-23,85.2,1440,Common Core Algebra,6,43.2,6,100.0,0,0.0
Queens,ELL,53.2,21.8,410,18.7,2017,2021,4 year June,10,2021-22,82.7,1361,Common Core Algebra,6,57.0,4,66.7,0,0.0
Queens,ELL,39.9,8.6,467,25.8,2016,2020,4 year June,10,2020-21,80.9,1237,Common Core Algebra,54,55.4,43,79.6,2,3.7
Queens,ELL,35.9,4.9,462,25.3,2015,2019,4 year June,10,2019-20,85.8,1072,Common Core Algebra,120,61.9,69,57.5,4,3.3
Queens,ELL,30.8,4.6,446,25.4,2014,2018,4 year June,10,2018-19,86.0,1206,Common Core Algebra,106,56.0,77,72.6,5,4.7
Queens,ELL,29.1,4.4,428,26.2,2013,2017,4 year June,9,2017-18,85.9,1236,Common Core Algebra,118,61.4,66,55.9,9,7.6
Queens,ELL,28.0,4.4,426,27.6,2012,2016,4 year June,9,2016-17,86.7,1148,Common Core Algebra,103,59.2,70,68.0,10,9.7
Queens,ELL,71.9,19.7,453,18.4,2018,2023,5 year August,10,2023-24,84.5,1773,Common Core Algebra,84,63.8,32,38.1,5,6.0
Queens,ELL,64.0,19.1,514,23.6,2017,2022,5 year August,10,2022-23,85.2,1440,Common Core Algebra,6,43.2,6,100.0,0,0.0
Queens,ELL,51.1,7.8,571,32.2,2016,2021,5 year August,10,2021-22,82.7,1361,Common Core Algebra,6,57.0,4,66.7,0,0.0
Queens,ELL,52.6,4.0,557,32.7,2015,2020,5 year August,10,2020-21,80.9,1237,Common Core Algebra,54,55.4,43,79.6,2,3.7
Queens,ELL,43.8,4.0,655,39.6,2014,2019,5 year August,10,2019-20,85.8,1072,Common Core Algebra,120,61.9,69,57.5,4,3.3
Queens,ELL,39.7,4.0,578,38.0,2013,2018,5 year August,10,2018-19,86.0,1206,Common Core Algebra,106,56.0,77,72.6,5,4.7
Queens,ELL,38.4,3.6,541,37.0,2012,2017,5 year August,9,2017-18,85.9,1236,Common Core Algebra,118,61.4,66,55.9,9,7.6
Queens,ELL,71.2,19.8,454,18.4,2018,2023,5 year June,10,2023-24,84.5,1773,Common Core Algebra,84,63.8,32,38.1,5,6.0
Queens,ELL,63.2,19.3,521,23.9,2017,2022,5 year June,10,2022-23,85.2,1440,Common Core Algebra,6,43.2,6,100.0,0,0.0
Queens,ELL,49.9,8.0,572,32.2,2016,2021,5 year June,10,2021-22,82.7,1361,Common Core Algebra,6,57.0,4,66.7,0,0.0
Queens,ELL,51.4,3.9,564,33.1,2015,2020,5 year June,10,2020-21,80.9,1237,Common Core Algebra,54,55.4,43,79.6,2,3.7
Queens,ELL,42.6,4.1,659,39.8,2014,2019,5 year June,10,2019-20,85.8,1072,Common Core Algebra,120,61.9,69,57.5,4,3.3
Queens,ELL,38.8,4.1,580,38.2,2013,2018,5 year June,10,2018-19,86.0,1206,Common Core Algebra,106,56.0,77,72.6,5,4.7
Queens,ELL,37.1,3.7,542,37.0,2012,2017,5 year June,9,2017-18,85.9,1236,Common Core Algebra,118,61.4,66,55.9,9,7.6
Queens,ELL,65.0,19.0,564,26.2,2017,2023,6 year June,10,2023-24,84.5,1773,Common Core Algebra,84,63.8,32,38.1,5,6.0
Queens,ELL,52.4,7.7,626,35.4,2016,2022,6 year June,10,2022-23,85.2,1440,Common Core Algebra,6,43.2,6,100.0,0,0.0
Queens,ELL,55.3,3.9,574,33.9,2015,2021,6 year June,10,2021-22,82.7,1361,Common Core Algebra,6,57.0,4,66.7,0,0.0
Queens,ELL,47.8,4.0,654,40.2,2014,2020,6 year June,10,2020-21,80.9,1237,Common Core Algebra,54,55.4,43,79.6,2,3.7
Queens,ELL,42.3,3.9,638,42.4,2013,2019,6 year June,10,2019-20,85.8,1072,Common Core Algebra,120,61.9,69,57.5,4,3.3
Queens,ELL,40.1,3.5,584,41.3,2012,2018,6 year June,10,2018-19,86.0,1206,Common Core Algebra,106,56.0,77,72.6,5,4.7
Staten Island,ELL,60.0,5.8,46,17.7,2019,2023,4 year August,10,2023-24,87.3,156,Common Core Algebra,110,61.0,58,52.7,17,15.5
Staten Island,ELL,63.7,17.6,48,16.3,2018,2022,4 year August,10,2022-23,86.8,154,Common Core Algebra,61,55.5,44,72.1,3,4.9
Staten Island,ELL,41.1,10.8,39,24.7,2016,2020,4 year August,10,2020-21,75.1,144,Common Core Algebra,24,58.5,13,54.2,3,12.5
Staten Island,ELL,30.8,0.0,34,25.6,2015,2019,4 year August,10,2019-20,87.3,97,Common Core Algebra,78,61.2,45,57.7,7,9.0
Staten Island,ELL,20.0,0.0,30,27.3,2014,2018,4 year August,10,2018-19,87.3,102,Common Core Algebra,71,62.2,39,54.9,11,15.5
Staten Island,ELL,29.8,0.0,28,29.8,2013,2017,4 year August,9,2017-18,85.5,126,Common Core Algebra,88,61.7,50,56.8,11,12.5
Staten Island,ELL,23.5,4.2,33,32.4,2012,2016,4 year August,9,2016-17,85.5,119,Common Core Algebra,91,60.9,52,57.1,6,6.6
Staten Island,ELL,56.5,6.1,46,17.7,2019,2023,4 year June,10,2023-24,87.3,156,Common Core Algebra,110,61.0,58,52.7,17,15.5
Staten Island,ELL,62.0,18.0,48,16.3,2018,2022,4 year June,10,2022-23,86.8,154,Common Core Algebra,61,55.5,44,72.1,3,4.9
Staten Island,ELL,38.6,11.5,39,24.7,2016,2020,4 year June,10,2020-21,75.1,144,Common Core Algebra,24,58.5,13,54.2,3,12.5
Staten Island,ELL,24.8,0.0,34,25.6,2015,2019,4 year June,10,2019-20,87.3,97,Common Core Algebra,78,61.2,45,57.7,7,9.0
Staten Island,ELL,14.5,0.0,30,27.3,2014,2018,4 year June,10,2018-19,87.3,102,Common Core Algebra,71,62.2,39,54.9,11,15.5
Staten Island,ELL,28.7,0.0,28,29.8,2013,2017,4 year June,9,2017-18,85.5,126,Common Core Algebra,88,61.7,50,56.8,11,12.5
Staten Island,ELL,21.6,4.5,33,32.4,2012,2016,4 year June,9,2016-17,85.5,119,Common Core Algebra,91,60.9,52,57.1,6,6.6
Staten Island,ELL,68.2,16.6,56,19.2,2018,2023,5 year August,10,2023-24,87.3,156,Common Core Algebra,110,61.0,58,52.7,17,15.5
Staten Island,ELL,60.3,14.9,45,23.8,2017,2022,5 year August,10,2022-23,86.8,154,Common Core Algebra,61,55.5,44,72.1,3,4.9
Staten Island,ELL,43.5,0.0,43,34.7,2015,2020,5 year August,10,2020-21,75.1,144,Common Core Algebra,24,58.5,13,54.2,3,12.5
Staten Island,ELL,30.8,0.0,45,43.3,2014,2019,5 year August,10,2019-20,87.3,97,Common Core Algebra,78,61.2,45,57.7,7,9.0
Staten Island,ELL,38.0,0.0,35,38.0,2013,2018,5 year August,10,2018-19,87.3,102,Common Core Algebra,71,62.2,39,54.9,11,15.5
Staten Island,ELL,33.7,2.9,39,38.6,2012,2017,5 year August,9,2017-18,85.5,126,Common Core Algebra,88,61.7,50,56.8,11,12.5
Staten Island,ELL,67.8,16.7,56,19.2,2018,2023,5 year June,10,2023-24,87.3,156,Common Core Algebra,110,61.0,58,52.7,17,15.5
Staten Island,ELL,59.8,15.0,45,23.8,2017,2022,5 year June,10,2022-23,86.8,154,Common Core Algebra,61,55.5,44,72.1,3,4.9
Staten Island,ELL,42.7,0.0,43,34.7,2015,2020,5 year June,10,2020-21,75.1,144,Common Core Algebra,24,58.5,13,54.2,3,12.5
Staten Island,ELL,24.0,0.0,45,43.3,2014,2019,5 year June,10,2019-20,87.3,97,Common Core Algebra,78,61.2,45,57.7,7,9.0
Staten Island,ELL,35.9,0.0,35,38.0,2013,2018,5 year June,10,2018-19,87.3,102,Common Core Algebra,71,62.2,39,54.9,11,15.5
Staten Island,ELL,33.7,2.9,39,38.6,2012,2017,5 year June,9,2017-18,85.5,126,Common Core Algebra,88,61.7,50,56.8,11,12.5
Staten Island,ELL,63.6,14.3,48,25.7,2017,2023,6 year June,10,2023-24,87.3,156,Common Core Algebra,110,61.0,58,52.7,17,15.5
Staten Island,ELL,49.7,9.2,56,36.6,2016,2022,6 year June,10,2022-23,86.8,154,Common Core Algebra,61,55.5,44,72.1,3,4.9
Staten Island,ELL,33.0,0.0,46,44.7,2014,2020,6 year June,10,2020-21,75.1,144,Common Core Algebra,24,58.5,13,54.2,3,12.5
Staten Island,ELL,41.1,0.0,35,38.9,2013,2019,6 year June,10,2019-20,87.3,97,Common Core Algebra,78,61.2,45,57.7,7,9.0
Staten Island,ELL,36.0,2.8,41,41.0,2012,2018,6 year June,10,2018-19,87.3,102,Common Core Algebra,71,62.2,39,54.9,11,15.5
Bronx,SWD,59.9,3.7,344,11.3,2019,2023,4 year August,10,2023-24,80.7,1888,Common Core Algebra,33,48.5,29,87.9,0,0.0
Bronx,SWD,58.2,8.7,358,11.6,2018,2022,4 year August,10,2022-23,80.2,1964,Common Core Algebra,36,45.8,32,88.9,0,0.0
Bronx,SWD,54.1,8.1,407,12.4,2017,2021,4 year August,10,2021-22,76.3,2230,Common Core Algebra,22,46.9,21,95.5,0,0.0
Bronx,SWD,50.7,5.0,412,13.4,2016,2020,4 year August,10,2020-21,78.5,1911,Common Core Algebra,29,49.1,28,96.6,0,0.0
Bronx,SWD,45.3,2.0,643,19.2,2015,2019,4 year August,10,2019-20,81.0,1748,Common Core Algebra,65,51.0,54,83.1,0,0.0
Bronx,SWD,43.1,1.4,599,18.6,2014,2018,4 year August,10,2018-19,79.5,1995,Common Core Algebra,59,51.8,56,94.9,0,0.0
Bronx,SWD,39.7,3.4,583,18.7,2013,2017,4 year August,9,2017-18,77.8,2234,Common Core Algebra,58,52.9,44,75.9,0,0.0
Bronx,SWD,39.8,1.4,557,18.5,2012,2016,4 year August,9,2016-17,77.7,2343,Common Core Algebra,47,54.5,42,89.4,0,0.0
Bronx,SWD,57.6,3.8,349,11.5,2019,2023,4 year June,10,2023-24,80.7,1888,Common Core Algebra,33,48.5,29,87.9,0,0.0
Bronx,SWD,56.2,9.0,359,11.7,2018,2022,4 year June,10,2022-23,80.2,1964,Common Core Algebra,36,45.8,32,88.9,0,0.0
